,working_df_idx,original_samplename,chunk_id,filepath,primary_label,secondary_labels,matches_primary,matches_secondary,top_class
80,11,126247-iNat146584,1,/kaggle/input/birdclef-2025/train_audio/126247/iNat146584.ogg,126247,"[""''""]",False,False,dohbus1
81,12,126247-iNat320679,0,/kaggle/input/birdclef-2025/train_audio/126247/iNat320679.ogg,126247,"[""''""]",False,False,andsni1
82,12,126247-iNat320679,1,/kaggle/input/birdclef-2025/train_audio/126247/iNat320679.ogg,126247,"[""''""]",False,False,sltnig1
83,12,126247-iNat320679,2,/kaggle/input/birdclef-2025/train_audio/126247/iNat320679.ogg,126247,"[""''""]",False,False,andsni1
84,13,126247-iNat888527,0,/kaggle/input/birdclef-2025/train_audio/126247/iNat888527.ogg,126247,"[""''""]",False,False,andsni1
85,13,126247-iNat888527,1,/kaggle/input/birdclef-2025/train_audio/126247/iNat888527.ogg,126247,"[""''""]",False,False,andsni1
86,14,126247-iNat888729,0,/kaggle/input/birdclef-2025/train_audio/126247/iNat888729.ogg,126247,"[""''""]",False,False,andsni1
87,14,126247-iNat888729,1,/kaggle/input/birdclef-2025/train_audio/126247/iNat888729.ogg,126247,"[""''""]",False,False,andsni1
88,15,1346504-CSA18784,0,/kaggle/input/birdclef-2025/train_audio/1346504/CSA18784.ogg,1346504,"[""''""]",False,False,rubowl3
89,15,1346504-CSA18784,1,/kaggle/input/birdclef-2025/train_audio/1346504/CSA18784.ogg,1346504,"[""''""]",False,False,rubowl3
90,15,1346504-CSA18784,2,/kaggle/input/birdclef-2025/train_audio/1346504/CSA18784.ogg,1346504,"[""''""]",False,False,rubowl3
91,15,1346504-CSA18784,3,/kaggle/input/birdclef-2025/train_audio/1346504/CSA18784.ogg,1346504,"[""''""]",False,False,rubowl3
92,15,1346504-CSA18784,4,/kaggle/input/birdclef-2025/train_audio/1346504/CSA18784.ogg,1346504,"[""''""]",False,False,sthbrf8
93,16,1346504-CSA18791,0,/kaggle/input/birdclef-2025/train_audio/1346504/CSA18791.ogg,1346504,"[""''""]",False,False,eurnig1
94,16,1346504-CSA18791,1,/kaggle/input/birdclef-2025/train_audio/1346504/CSA18791.ogg,1346504,"[""''""]",False,False,eurnig1
95,16,1346504-CSA18791,2,/kaggle/input/birdclef-2025/train_audio/1346504/CSA18791.ogg,1346504,"[""''""]",False,False,tawowl1
96,16,1346504-CSA18791,3,/kaggle/input/birdclef-2025/train_audio/1346504/CSA18791.ogg,1346504,"[""''""]",False,False,tawowl1
97,16,1346504-CSA18791,4,/kaggle/input/birdclef-2025/train_audio/1346504/CSA18791.ogg,1346504,"[""''""]",False,False,eurnig1
98,16,1346504-CSA18791,5,/kaggle/input/birdclef-2025/train_audio/1346504/CSA18791.ogg,1346504,"[""''""]",False,False,lotman1
99,16,1346504-CSA18791,6,/kaggle/input/birdclef-2025/train_audio/1346504/CSA18791.ogg,1346504,"[""''""]",False,False,lotman1
100,16,1346504-CSA18791,7,/kaggle/input/birdclef-2025/train_audio/1346504/CSA18791.ogg,1346504,"[""''""]",False,False,sthbrf8
101,17,1346504-CSA18792,0,/kaggle/input/birdclef-2025/train_audio/1346504/CSA18792.ogg,1346504,"[""''""]",False,False,tawowl1
102,17,1346504-CSA18792,1,/kaggle/input/birdclef-2025/train_audio/1346504/CSA18792.ogg,1346504,"[""''""]",False,False,tawowl1
103,17,1346504-CSA18792,2,/kaggle/input/birdclef-2025/train_audio/1346504/CSA18792.ogg,1346504,"[""''""]",False,False,sthbrf8
104,18,1346504-CSA18793,0,/kaggle/input/birdclef-2025/train_audio/1346504/CSA18793.ogg,1346504,"[""''""]",False,False,bltrob1
105,18,1346504-CSA18793,1,/kaggle/input/birdclef-2025/train_audio/1346504/CSA18793.ogg,1346504,"[""''""]",False,False,whbpic3
106,18,1346504-CSA18793,2,/kaggle/input/birdclef-2025/train_audio/1346504/CSA18793.ogg,1346504,"[""''""]",False,False,comrav
107,18,1346504-CSA18793,3,/kaggle/input/birdclef-2025/train_audio/1346504/CSA18793.ogg,1346504,"[""''""]",False,False,whtspa
108,18,1346504-CSA18793,4,/kaggle/input/birdclef-2025/train_audio/1346504/CSA18793.ogg,1346504,"[""''""]",False,False,whtspa
109,18,1346504-CSA18793,5,/kaggle/input/birdclef-2025/train_audio/1346504/CSA18793.ogg,1346504,"[""''""]",False,False,pelcor
110,18,1346504-CSA18793,6,/kaggle/input/birdclef-2025/train_audio/1346504/CSA18793.ogg,1346504,"[""''""]",False,False,whtspa
111,19,1346504-CSA18803,0,/kaggle/input/birdclef-2025/train_audio/1346504/CSA18803.ogg,1346504,"[""''""]",False,False,savwar1
112,19,1346504-CSA18803,1,/kaggle/input/birdclef-2025/train_audio/1346504/CSA18803.ogg,1346504,"[""''""]",False,False,savwar1
113,19,1346504-CSA18803,2,/kaggle/input/birdclef-2025/train_audio/1346504/CSA18803.ogg,1346504,"[""''""]",False,False,savwar1
114,19,1346504-CSA18803,3,/kaggle/input/birdclef-2025/train_audio/1346504/CSA18803.ogg,1346504,"[""''""]",False,False,rubowl3
115,19,1346504-CSA18803,4,/kaggle/input/birdclef-2025/train_audio/1346504/CSA18803.ogg,1346504,"[""''""]",False,False,blawoo1
116,19,1346504-CSA18803,5,/kaggle/input/birdclef-2025/train_audio/1346504/CSA18803.ogg,1346504,"[""''""]",False,False,savwar1
117,19,1346504-CSA18803,6,/kaggle/input/birdclef-2025/train_audio/1346504/CSA18803.ogg,1346504,"[""''""]",False,False,louflo1
118,19,1346504-CSA18803,7,/kaggle/input/birdclef-2025/train_audio/1346504/CSA18803.ogg,1346504,"[""''""]",False,False,savwar1
119,19,1346504-CSA18803,8,/kaggle/input/birdclef-2025/train_audio/1346504/CSA18803.ogg,1346504,"[""''""]",False,False,louflo1
120,19,1346504-CSA18803,9,/kaggle/input/birdclef-2025/train_audio/1346504/CSA18803.ogg,1346504,"[""''""]",False,False,whtspa
121,19,1346504-CSA18803,10,/kaggle/input/birdclef-2025/train_audio/1346504/CSA18803.ogg,1346504,"[""''""]",False,False,graspa1
122,20,134933-XC941298,0,/kaggle/input/birdclef-2025/train_audio/134933/XC941298.ogg,134933,"[""''""]",False,False,grybun
123,20,134933-XC941298,1,/kaggle/input/birdclef-2025/train_audio/134933/XC941298.ogg,134933,"[""''""]",False,False,grybun
124,20,134933-XC941298,2,/kaggle/input/birdclef-2025/train_audio/134933/XC941298.ogg,134933,"[""''""]",False,False,goldcr1
125,20,134933-XC941298,3,/kaggle/input/birdclef-2025/train_audio/134933/XC941298.ogg,134933,"[""''""]",False,False,spehum1
126,20,134933-XC941298,4,/kaggle/input/birdclef-2025/train_audio/134933/XC941298.ogg,134933,"[""''""]",False,False,comchi1
127,21,134933-iNat1108984,0,/kaggle/input/birdclef-2025/train_audio/134933/iNat1108984.ogg,134933,"[""''""]",False,False,spofly1
128,21,134933-iNat1108984,1,/kaggle/input/birdclef-2025/train_audio/134933/iNat1108984.ogg,134933,"[""''""]",False,False,coatit2
129,21,134933-iNat1108984,2,/kaggle/input/birdclef-2025/train_audio/134933/iNat1108984.ogg,134933,"[""''""]",False,False,tribun1
130,22,134933-iNat1160199,0,/kaggle/input/birdclef-2025/train_audio/134933/iNat1160199.ogg,134933,"[""''""]",False,False,grybun
131,22,134933-iNat1160199,1,/kaggle/input/birdclef-2025/train_audio/134933/iNat1160199.ogg,134933,"[""''""]",False,False,grybun
132,22,134933-iNat1160199,2,/kaggle/input/birdclef-2025/train_audio/134933/iNat1160199.ogg,134933,"[""''""]",False,False,rufant1
133,22,134933-iNat1160199,3,/kaggle/input/birdclef-2025/train_audio/134933/iNat1160199.ogg,134933,"[""''""]",False,False,spehum1
134,22,134933-iNat1160199,4,/kaggle/input/birdclef-2025/train_audio/134933/iNat1160199.ogg,134933,"[""''""]",False,False,comchi1
135,23,134933-iNat859408,0,/kaggle/input/birdclef-2025/train_audio/134933/iNat859408.ogg,134933,"[""''""]",False,False,goldcr1
136,23,134933-iNat859408,1,/kaggle/input/birdclef-2025/train_audio/134933/iNat859408.ogg,134933,"[""''""]",False,False,ferfly1
137,24,135045-iNat1122209,0,/kaggle/input/birdclef-2025/train_audio/135045/iNat1122209.ogg,135045,"[""''""]",False,False,graspa
138,24,135045-iNat1122209,1,/kaggle/input/birdclef-2025/train_audio/135045/iNat1122209.ogg,135045,"[""''""]",False,False,graspa
139,24,135045-iNat1122209,2,/kaggle/input/birdclef-2025/train_audio/135045/iNat1122209.ogg,135045,"[""''""]",False,False,graspa
140,24,135045-iNat1122209,3,/kaggle/input/birdclef-2025/train_audio/135045/iNat1122209.ogg,135045,"[""''""]",False,False,blueth
141,24,135045-iNat1122209,4,/kaggle/input/birdclef-2025/train_audio/135045/iNat1122209.ogg,135045,"[""''""]",False,False,graspa
142,25,135045-iNat1207345,0,/kaggle/input/birdclef-2025/train_audio/135045/iNat1207345.ogg,135045,"[""''""]",False,False,lotman1
143,25,135045-iNat1207345,1,/kaggle/input/birdclef-2025/train_audio/135045/iNat1207345.ogg,135045,"[""''""]",False,False,graspa
144,25,135045-iNat1207345,2,/kaggle/input/birdclef-2025/train_audio/135045/iNat1207345.ogg,135045,"[""''""]",False,False,tawowl1
145,25,135045-iNat1207345,3,/kaggle/input/birdclef-2025/train_audio/135045/iNat1207345.ogg,135045,"[""''""]",False,False,graspa
146,25,135045-iNat1207345,4,/kaggle/input/birdclef-2025/train_audio/135045/iNat1207345.ogg,135045,"[""''""]",False,False,graspa
147,25,135045-iNat1207345,5,/kaggle/input/birdclef-2025/train_audio/135045/iNat1207345.ogg,135045,"[""''""]",False,False,lotman1
148,25,135045-iNat1207345,6,/kaggle/input/birdclef-2025/train_audio/135045/iNat1207345.ogg,135045,"[""''""]",False,False,grnsan
149,25,135045-iNat1207345,7,/kaggle/input/birdclef-2025/train_audio/135045/iNat1207345.ogg,135045,"[""''""]",False,False,graspa
150,25,135045-iNat1207345,8,/kaggle/input/birdclef-2025/train_audio/135045/iNat1207345.ogg,135045,"[""''""]",False,False,graspa
151,25,135045-iNat1207345,9,/kaggle/input/birdclef-2025/train_audio/135045/iNat1207345.ogg,135045,"[""''""]",False,False,graspa
152,25,135045-iNat1207345,10,/kaggle/input/birdclef-2025/train_audio/135045/iNat1207345.ogg,135045,"[""''""]",False,False,grnsan
153,25,135045-iNat1207345,11,/kaggle/input/birdclef-2025/train_audio/135045/iNat1207345.ogg,135045,"[""''""]",False,False,grnsan
154,25,135045-iNat1207345,12,/kaggle/input/birdclef-2025/train_audio/135045/iNat1207345.ogg,135045,"[""''""]",False,False,graspa
155,25,135045-iNat1207345,13,/kaggle/input/birdclef-2025/train_audio/135045/iNat1207345.ogg,135045,"[""''""]",False,False,lotman1
156,26,135045-iNat1207347,0,/kaggle/input/birdclef-2025/train_audio/135045/iNat1207347.ogg,135045,"[""''""]",False,False,graspa
157,26,135045-iNat1207347,1,/kaggle/input/birdclef-2025/train_audio/135045/iNat1207347.ogg,135045,"[""''""]",False,False,grnsan
158,26,135045-iNat1207347,2,/kaggle/input/birdclef-2025/train_audio/135045/iNat1207347.ogg,135045,"[""''""]",False,False,graspa
159,26,135045-iNat1207347,3,/kaggle/input/birdclef-2025/train_audio/135045/iNat1207347.ogg,135045,"[""''""]",False,False,graspa
160,26,135045-iNat1207347,4,/kaggle/input/birdclef-2025/train_audio/135045/iNat1207347.ogg,135045,"[""''""]",False,False,graspa
161,26,135045-iNat1207347,5,/kaggle/input/birdclef-2025/train_audio/135045/iNat1207347.ogg,135045,"[""''""]",False,False,graspa
162,26,135045-iNat1207347,6,/kaggle/input/birdclef-2025/train_audio/135045/iNat1207347.ogg,135045,"[""''""]",False,False,graspa
163,26,135045-iNat1207347,7,/kaggle/input/birdclef-2025/train_audio/135045/iNat1207347.ogg,135045,"[""''""]",False,False,graspa
164,26,135045-iNat1207347,8,/kaggle/input/birdclef-2025/train_audio/135045/iNat1207347.ogg,135045,"[""''""]",False,False,grnsan
165,26,135045-iNat1207347,9,/kaggle/input/birdclef-2025/train_audio/135045/iNat1207347.ogg,135045,"[""''""]",False,False,brnowl
166,26,135045-iNat1207347,10,/kaggle/input/birdclef-2025/train_audio/135045/iNat1207347.ogg,135045,"[""''""]",False,False,graspa
167,26,135045-iNat1207347,11,/kaggle/input/birdclef-2025/train_audio/135045/iNat1207347.ogg,135045,"[""''""]",False,False,graspa
168,27,135045-iNat1208549,0,/kaggle/input/birdclef-2025/train_audio/135045/iNat1208549.ogg,135045,"[""''""]",False,False,whifly1
169,27,135045-iNat1208549,1,/kaggle/input/birdclef-2025/train_audio/135045/iNat1208549.ogg,135045,"[""''""]",False,False,graspa
170,27,135045-iNat1208549,2,/kaggle/input/birdclef-2025/train_audio/135045/iNat1208549.ogg,135045,"[""''""]",False,False,thitin1
171,27,135045-iNat1208549,3,/kaggle/input/birdclef-2025/train_audio/135045/iNat1208549.ogg,135045,"[""''""]",False,False,graspa
172,27,135045-iNat1208549,4,/kaggle/input/birdclef-2025/train_audio/135045/iNat1208549.ogg,135045,"[""''""]",False,False,bncfly
173,27,135045-iNat1208549,5,/kaggle/input/birdclef-2025/train_audio/135045/iNat1208549.ogg,135045,"[""''""]",False,False,graspa
174,27,135045-iNat1208549,6,/kaggle/input/birdclef-2025/train_audio/135045/iNat1208549.ogg,135045,"[""''""]",False,False,grabul1
175,27,135045-iNat1208549,7,/kaggle/input/birdclef-2025/train_audio/135045/iNat1208549.ogg,135045,"[""''""]",False,False,comkin1
176,27,135045-iNat1208549,8,/kaggle/input/birdclef-2025/train_audio/135045/iNat1208549.ogg,135045,"[""''""]",False,False,graspa
177,27,135045-iNat1208549,9,/kaggle/input/birdclef-2025/train_audio/135045/iNat1208549.ogg,135045,"[""''""]",False,False,graspa
178,27,135045-iNat1208549,10,/kaggle/input/birdclef-2025/train_audio/135045/iNat1208549.ogg,135045,"[""''""]",False,False,graspa
179,27,135045-iNat1208549,11,/kaggle/input/birdclef-2025/train_audio/135045/iNat1208549.ogg,135045,"[""''""]",False,False,whrswi1
180,27,135045-iNat1208549,12,/kaggle/input/birdclef-2025/train_audio/135045/iNat1208549.ogg,135045,"[""''""]",False,False,graspa
181,27,135045-iNat1208549,13,/kaggle/input/birdclef-2025/train_audio/135045/iNat1208549.ogg,135045,"[""''""]",False,False,thitin1
182,27,135045-iNat1208549,14,/kaggle/input/birdclef-2025/train_audio/135045/iNat1208549.ogg,135045,"[""''""]",False,False,graspa
183,27,135045-iNat1208549,15,/kaggle/input/birdclef-2025/train_audio/135045/iNat1208549.ogg,135045,"[""''""]",False,False,graspa
184,27,135045-iNat1208549,16,/kaggle/input/birdclef-2025/train_audio/135045/iNat1208549.ogg,135045,"[""''""]",False,False,thitin1
185,27,135045-iNat1208549,17,/kaggle/input/birdclef-2025/train_audio/135045/iNat1208549.ogg,135045,"[""''""]",False,False,graspa
186,28,135045-iNat1208550,0,/kaggle/input/birdclef-2025/train_audio/135045/iNat1208550.ogg,135045,"[""''""]",False,False,orbspa1
187,28,135045-iNat1208550,1,/kaggle/input/birdclef-2025/train_audio/135045/iNat1208550.ogg,135045,"[""''""]",False,False,grabul1
188,28,135045-iNat1208550,2,/kaggle/input/birdclef-2025/train_audio/135045/iNat1208550.ogg,135045,"[""''""]",False,False,graspa
189,28,135045-iNat1208550,3,/kaggle/input/birdclef-2025/train_audio/135045/iNat1208550.ogg,135045,"[""''""]",False,False,grabul1
190,28,135045-iNat1208550,4,/kaggle/input/birdclef-2025/train_audio/135045/iNat1208550.ogg,135045,"[""''""]",False,False,grabul1
191,28,135045-iNat1208550,5,/kaggle/input/birdclef-2025/train_audio/135045/iNat1208550.ogg,135045,"[""''""]",False,False,littho1
192,28,135045-iNat1208550,6,/kaggle/input/birdclef-2025/train_audio/135045/iNat1208550.ogg,135045,"[""''""]",False,False,grabul1
193,28,135045-iNat1208550,7,/kaggle/input/birdclef-2025/train_audio/135045/iNat1208550.ogg,135045,"[""''""]",False,False,graspa
194,28,135045-iNat1208550,8,/kaggle/input/birdclef-2025/train_audio/135045/iNat1208550.ogg,135045,"[""''""]",False,False,graspa
195,28,135045-iNat1208550,9,/kaggle/input/birdclef-2025/train_audio/135045/iNat1208550.ogg,135045,"[""''""]",False,False,grabul1
196,28,135045-iNat1208550,10,/kaggle/input/birdclef-2025/train_audio/135045/iNat1208550.ogg,135045,"[""''""]",False,False,lecspa
