working_df_idx,samplename,chunk_id,filepath,primary_label,secondary_labels,matches_primary,matches_secondary,top_class
1961,banana-XC482815-0,0,/kaggle/input/birdclef-2025/train_audio/banana/XC482815.ogg,banana,[''],True,False,banana
1961,banana-XC482815-2,2,/kaggle/input/birdclef-2025/train_audio/banana/XC482815.ogg,banana,[''],True,False,banana
1961,banana-XC482815-3,3,/kaggle/input/birdclef-2025/train_audio/banana/XC482815.ogg,banana,[''],True,False,banana
1961,banana-XC482815-4,4,/kaggle/input/birdclef-2025/train_audio/banana/XC482815.ogg,banana,[''],True,False,banana
1968,banana-XC494058-0,0,/kaggle/input/birdclef-2025/train_audio/banana/XC494058.ogg,banana,[''],True,False,banana
1968,banana-XC494058-3,3,/kaggle/input/birdclef-2025/train_audio/banana/XC494058.ogg,banana,[''],True,False,banana
1979,banana-XC519809-15,15,/kaggle/input/birdclef-2025/train_audio/banana/XC519809.ogg,banana,[''],True,False,banana
1981,banana-XC520564-3,3,/kaggle/input/birdclef-2025/train_audio/banana/XC520564.ogg,banana,"['orcpar', 'saffin']",True,False,banana
1981,banana-XC520564-5,5,/kaggle/input/birdclef-2025/train_audio/banana/XC520564.ogg,banana,"['orcpar', 'saffin']",True,False,banana
1985,banana-XC520821-0,0,/kaggle/input/birdclef-2025/train_audio/banana/XC520821.ogg,banana,[''],True,False,banana
1986,banana-XC520822-1,1,/kaggle/input/birdclef-2025/train_audio/banana/XC520822.ogg,banana,[''],True,False,banana
1992,banana-XC523833-1,1,/kaggle/input/birdclef-2025/train_audio/banana/XC523833.ogg,banana,[''],True,False,banana
1999,banana-XC523840-2,2,/kaggle/input/birdclef-2025/train_audio/banana/XC523840.ogg,banana,[''],True,False,banana
2004,banana-XC524994-1,1,/kaggle/input/birdclef-2025/train_audio/banana/XC524994.ogg,banana,[''],True,False,banana
2009,banana-XC537263-0,0,/kaggle/input/birdclef-2025/train_audio/banana/XC537263.ogg,banana,[''],True,False,banana
2021,banana-XC571076-5,5,/kaggle/input/birdclef-2025/train_audio/banana/XC571076.ogg,banana,[''],True,False,banana
2048,banana-XC616607-1,1,/kaggle/input/birdclef-2025/train_audio/banana/XC616607.ogg,banana,[''],True,False,banana
2048,banana-XC616607-2,2,/kaggle/input/birdclef-2025/train_audio/banana/XC616607.ogg,banana,[''],True,False,banana
2051,banana-XC643168-0,0,/kaggle/input/birdclef-2025/train_audio/banana/XC643168.ogg,banana,[''],True,False,banana
2051,banana-XC643168-3,3,/kaggle/input/birdclef-2025/train_audio/banana/XC643168.ogg,banana,[''],True,False,banana
2051,banana-XC643168-4,4,/kaggle/input/birdclef-2025/train_audio/banana/XC643168.ogg,banana,[''],True,False,banana
2054,banana-XC653323-1,1,/kaggle/input/birdclef-2025/train_audio/banana/XC653323.ogg,banana,[''],True,False,banana
2056,banana-XC668347-2,2,/kaggle/input/birdclef-2025/train_audio/banana/XC668347.ogg,banana,[''],True,False,banana
2056,banana-XC668347-4,4,/kaggle/input/birdclef-2025/train_audio/banana/XC668347.ogg,banana,[''],True,False,banana
2056,banana-XC668347-5,5,/kaggle/input/birdclef-2025/train_audio/banana/XC668347.ogg,banana,[''],True,False,banana
2058,banana-XC673166-0,0,/kaggle/input/birdclef-2025/train_audio/banana/XC673166.ogg,banana,[''],True,False,banana
2058,banana-XC673166-1,1,/kaggle/input/birdclef-2025/train_audio/banana/XC673166.ogg,banana,[''],True,False,banana
2058,banana-XC673166-2,2,/kaggle/input/birdclef-2025/train_audio/banana/XC673166.ogg,banana,[''],True,False,banana
2060,banana-XC690553-2,2,/kaggle/input/birdclef-2025/train_audio/banana/XC690553.ogg,banana,['rtlhum'],True,False,banana
2065,banana-XC696962-0,0,/kaggle/input/birdclef-2025/train_audio/banana/XC696962.ogg,banana,[''],True,False,banana
2077,banana-XC722369-16,16,/kaggle/input/birdclef-2025/train_audio/banana/XC722369.ogg,banana,[''],True,False,banana
2078,banana-XC725276-1,1,/kaggle/input/birdclef-2025/train_audio/banana/XC725276.ogg,banana,[''],True,False,banana
2086,banana-XC745247-0,0,/kaggle/input/birdclef-2025/train_audio/banana/XC745247.ogg,banana,[''],True,False,banana
2089,banana-XC752863-0,0,/kaggle/input/birdclef-2025/train_audio/banana/XC752863.ogg,banana,[''],True,False,banana
2089,banana-XC752863-1,1,/kaggle/input/birdclef-2025/train_audio/banana/XC752863.ogg,banana,[''],True,False,banana
2094,banana-XC757619-0,0,/kaggle/input/birdclef-2025/train_audio/banana/XC757619.ogg,banana,[''],True,False,banana
2094,banana-XC757619-1,1,/kaggle/input/birdclef-2025/train_audio/banana/XC757619.ogg,banana,[''],True,False,banana
2094,banana-XC757619-4,4,/kaggle/input/birdclef-2025/train_audio/banana/XC757619.ogg,banana,[''],True,False,banana
2103,banana-XC782564-4,4,/kaggle/input/birdclef-2025/train_audio/banana/XC782564.ogg,banana,[''],True,False,banana
2105,banana-XC786317-0,0,/kaggle/input/birdclef-2025/train_audio/banana/XC786317.ogg,banana,[''],True,False,banana
2105,banana-XC786317-3,3,/kaggle/input/birdclef-2025/train_audio/banana/XC786317.ogg,banana,[''],True,False,banana
2105,banana-XC786317-5,5,/kaggle/input/birdclef-2025/train_audio/banana/XC786317.ogg,banana,[''],True,False,banana
2105,banana-XC786317-6,6,/kaggle/input/birdclef-2025/train_audio/banana/XC786317.ogg,banana,[''],True,False,banana
2105,banana-XC786317-7,7,/kaggle/input/birdclef-2025/train_audio/banana/XC786317.ogg,banana,[''],True,False,banana
2105,banana-XC786317-8,8,/kaggle/input/birdclef-2025/train_audio/banana/XC786317.ogg,banana,[''],True,False,banana
2109,banana-XC795744-0,0,/kaggle/input/birdclef-2025/train_audio/banana/XC795744.ogg,banana,[''],True,False,banana
2109,banana-XC795744-1,1,/kaggle/input/birdclef-2025/train_audio/banana/XC795744.ogg,banana,[''],True,False,banana
2109,banana-XC795744-2,2,/kaggle/input/birdclef-2025/train_audio/banana/XC795744.ogg,banana,[''],True,False,banana
2116,banana-XC811913-6,6,/kaggle/input/birdclef-2025/train_audio/banana/XC811913.ogg,banana,['rugdov'],True,False,banana
2118,banana-XC816850-2,2,/kaggle/input/birdclef-2025/train_audio/banana/XC816850.ogg,banana,[''],True,False,banana
2128,banana-XC838742-2,2,/kaggle/input/birdclef-2025/train_audio/banana/XC838742.ogg,banana,[''],True,False,banana
2129,banana-XC843257-1,1,/kaggle/input/birdclef-2025/train_audio/banana/XC843257.ogg,banana,[''],True,False,banana
2131,banana-XC844249-1,1,/kaggle/input/birdclef-2025/train_audio/banana/XC844249.ogg,banana,[''],True,False,banana
2132,banana-XC84472-0,0,/kaggle/input/birdclef-2025/train_audio/banana/XC84472.ogg,banana,['rutjac1'],True,False,banana
2136,banana-XC84476-1,1,/kaggle/input/birdclef-2025/train_audio/banana/XC84476.ogg,banana,[''],True,False,banana
2139,banana-XC84790-0,0,/kaggle/input/birdclef-2025/train_audio/banana/XC84790.ogg,banana,[''],True,False,banana
2139,banana-XC84790-1,1,/kaggle/input/birdclef-2025/train_audio/banana/XC84790.ogg,banana,[''],True,False,banana
2141,banana-XC860344-0,0,/kaggle/input/birdclef-2025/train_audio/banana/XC860344.ogg,banana,['saffin'],True,False,banana
2215,banana-iNat193227-0,0,/kaggle/input/birdclef-2025/train_audio/banana/iNat193227.ogg,banana,[''],True,False,banana
2258,banana-iNat396745-1,1,/kaggle/input/birdclef-2025/train_audio/banana/iNat396745.ogg,banana,[''],True,False,banana
2265,banana-iNat502581-0,0,/kaggle/input/birdclef-2025/train_audio/banana/iNat502581.ogg,banana,[''],True,False,banana
2265,banana-iNat502581-1,1,/kaggle/input/birdclef-2025/train_audio/banana/iNat502581.ogg,banana,[''],True,False,banana
2274,banana-iNat559014-2,2,/kaggle/input/birdclef-2025/train_audio/banana/iNat559014.ogg,banana,[''],True,False,banana
2284,banana-iNat578077-0,0,/kaggle/input/birdclef-2025/train_audio/banana/iNat578077.ogg,banana,[''],True,False,banana
2284,banana-iNat578077-1,1,/kaggle/input/birdclef-2025/train_audio/banana/iNat578077.ogg,banana,[''],True,False,banana
2288,banana-iNat599945-0,0,/kaggle/input/birdclef-2025/train_audio/banana/iNat599945.ogg,banana,[''],True,False,banana
2301,banana-iNat688425-2,2,/kaggle/input/birdclef-2025/train_audio/banana/iNat688425.ogg,banana,[''],True,False,banana
2329,banana-iNat950352-0,0,/kaggle/input/birdclef-2025/train_audio/banana/iNat950352.ogg,banana,[''],True,False,banana
2329,banana-iNat950352-1,1,/kaggle/input/birdclef-2025/train_audio/banana/iNat950352.ogg,banana,[''],True,False,banana
2373,baymac-XC318900-1,1,/kaggle/input/birdclef-2025/train_audio/baymac/XC318900.ogg,baymac,[''],True,False,baymac
2433,baymac-XC709775-2,2,/kaggle/input/birdclef-2025/train_audio/baymac/XC709775.ogg,baymac,['saffin'],False,True,saffin
2661,bbwduc-XC709794-0,0,/kaggle/input/birdclef-2025/train_audio/bbwduc/XC709794.ogg,bbwduc,"['eardov1', 'bafibi1', 'saffin']",False,True,saffin
3085,bkcdon-XC385160-0,0,/kaggle/input/birdclef-2025/train_audio/bkcdon/XC385160.ogg,bkcdon,[''],True,False,bkcdon
3103,bkcdon-XC456212-3,3,/kaggle/input/birdclef-2025/train_audio/bkcdon/XC456212.ogg,bkcdon,[''],True,False,bkcdon
3189,bkmtou1-XC117226-9,9,/kaggle/input/birdclef-2025/train_audio/bkmtou1/XC117226.ogg,bkmtou1,[''],True,False,bkmtou1
3190,bkmtou1-XC117227-8,8,/kaggle/input/birdclef-2025/train_audio/bkmtou1/XC117227.ogg,bkmtou1,[''],True,False,bkmtou1
3190,bkmtou1-XC117227-14,14,/kaggle/input/birdclef-2025/train_audio/bkmtou1/XC117227.ogg,bkmtou1,[''],True,False,bkmtou1
3234,bkmtou1-XC238974-3,3,/kaggle/input/birdclef-2025/train_audio/bkmtou1/XC238974.ogg,bkmtou1,[''],True,False,bkmtou1
3234,bkmtou1-XC238974-4,4,/kaggle/input/birdclef-2025/train_audio/bkmtou1/XC238974.ogg,bkmtou1,[''],True,False,bkmtou1
3305,bkmtou1-XC489620-0,0,/kaggle/input/birdclef-2025/train_audio/bkmtou1/XC489620.ogg,bkmtou1,[''],True,False,bkmtou1
3315,bkmtou1-XC518213-19,19,/kaggle/input/birdclef-2025/train_audio/bkmtou1/XC518213.ogg,bkmtou1,[''],True,False,bkmtou1
3492,blbgra1-XC120026-2,2,/kaggle/input/birdclef-2025/train_audio/blbgra1/XC120026.ogg,blbgra1,[''],True,False,blbgra1
3514,blbgra1-XC175013-1,1,/kaggle/input/birdclef-2025/train_audio/blbgra1/XC175013.ogg,blbgra1,"['smbani', 'grekis', 'bkcdon']",True,False,blbgra1
3523,blbgra1-XC201250-0,0,/kaggle/input/birdclef-2025/train_audio/blbgra1/XC201250.ogg,blbgra1,[''],True,False,blbgra1
3523,blbgra1-XC201250-1,1,/kaggle/input/birdclef-2025/train_audio/blbgra1/XC201250.ogg,blbgra1,[''],True,False,blbgra1
3535,blbgra1-XC243287-2,2,/kaggle/input/birdclef-2025/train_audio/blbgra1/XC243287.ogg,blbgra1,[''],True,False,blbgra1
3604,blbgra1-XC429395-5,5,/kaggle/input/birdclef-2025/train_audio/blbgra1/XC429395.ogg,blbgra1,[''],True,False,blbgra1
3633,blbgra1-XC503180-1,1,/kaggle/input/birdclef-2025/train_audio/blbgra1/XC503180.ogg,blbgra1,"['whtdov', 'trokin']",True,False,blbgra1
3728,blbgra1-XC789047-0,0,/kaggle/input/birdclef-2025/train_audio/blbgra1/XC789047.ogg,blbgra1,['whtdov'],True,False,blbgra1
4007,blcant4-XC245428-11,11,/kaggle/input/birdclef-2025/train_audio/blcant4/XC245428.ogg,blcant4,"['ywcpar', 'bubwre1', 'cregua1', 'tropar', 'banana', 'gohman1']",False,True,banana
4167,blcjay1-XC39100-0,0,/kaggle/input/birdclef-2025/train_audio/blcjay1/XC39100.ogg,blcjay1,[''],True,False,blcjay1
4255,blctit1-XC401347-1,1,/kaggle/input/birdclef-2025/train_audio/blctit1/XC401347.ogg,blctit1,[''],True,False,blctit1
4343,blhpar1-XC340439-1,1,/kaggle/input/birdclef-2025/train_audio/blhpar1/XC340439.ogg,blhpar1,[''],True,False,blhpar1
4474,blhpar1-XC85342-2,2,/kaggle/input/birdclef-2025/train_audio/blhpar1/XC85342.ogg,blhpar1,[''],True,False,blhpar1
4555,blkvul-XC587699-0,0,/kaggle/input/birdclef-2025/train_audio/blkvul/XC587699.ogg,blkvul,[''],True,False,blkvul
4555,blkvul-XC587699-5,5,/kaggle/input/birdclef-2025/train_audio/blkvul/XC587699.ogg,blkvul,[''],True,False,blkvul
4573,blkvul-iNat316609-3,3,/kaggle/input/birdclef-2025/train_audio/blkvul/iNat316609.ogg,blkvul,[''],True,False,blkvul
4674,bobfly1-XC29655-2,2,/kaggle/input/birdclef-2025/train_audio/bobfly1/XC29655.ogg,bobfly1,[''],True,False,bobfly1
4686,bobfly1-XC309752-2,2,/kaggle/input/birdclef-2025/train_audio/bobfly1/XC309752.ogg,bobfly1,[''],True,False,bobfly1
4693,bobfly1-XC325776-2,2,/kaggle/input/birdclef-2025/train_audio/bobfly1/XC325776.ogg,bobfly1,[''],True,False,bobfly1
4712,bobfly1-XC347869-6,6,/kaggle/input/birdclef-2025/train_audio/bobfly1/XC347869.ogg,bobfly1,[''],True,False,bobfly1
4817,bobfly1-XC57128-4,4,/kaggle/input/birdclef-2025/train_audio/bobfly1/XC57128.ogg,bobfly1,['orcpar'],True,False,bobfly1
5163,brtpar1-XC460014-2,2,/kaggle/input/birdclef-2025/train_audio/brtpar1/XC460014.ogg,brtpar1,"['socfly1', 'whtdov', 'thbeup1']",False,True,socfly1
5163,brtpar1-XC460014-9,9,/kaggle/input/birdclef-2025/train_audio/brtpar1/XC460014.ogg,brtpar1,"['socfly1', 'whtdov', 'thbeup1']",False,True,socfly1
5194,brtpar1-XC940061-0,0,/kaggle/input/birdclef-2025/train_audio/brtpar1/XC940061.ogg,brtpar1,[''],True,False,brtpar1
5465,bubwre1-XC538296-0,0,/kaggle/input/birdclef-2025/train_audio/bubwre1/XC538296.ogg,bubwre1,"['bobfly1', 'grekis']",False,True,grekis
5465,bubwre1-XC538296-1,1,/kaggle/input/birdclef-2025/train_audio/bubwre1/XC538296.ogg,bubwre1,"['bobfly1', 'grekis']",False,True,grekis
5627,bucmot3-XC46779-5,5,/kaggle/input/birdclef-2025/train_audio/bucmot3/XC46779.ogg,bucmot3,['compau'],False,True,compau
5627,bucmot3-XC46779-6,6,/kaggle/input/birdclef-2025/train_audio/bucmot3/XC46779.ogg,bucmot3,['compau'],False,True,compau
5627,bucmot3-XC46779-8,8,/kaggle/input/birdclef-2025/train_audio/bucmot3/XC46779.ogg,bucmot3,['compau'],False,True,compau
5657,bugtan-XC128392-2,2,/kaggle/input/birdclef-2025/train_audio/bugtan/XC128392.ogg,bugtan,[''],True,False,bugtan
5678,bugtan-XC198505-6,6,/kaggle/input/birdclef-2025/train_audio/bugtan/XC198505.ogg,bugtan,['thbeup1'],True,False,bugtan
5678,bugtan-XC198505-10,10,/kaggle/input/birdclef-2025/train_audio/bugtan/XC198505.ogg,bugtan,['thbeup1'],True,False,bugtan
5683,bugtan-XC202849-0,0,/kaggle/input/birdclef-2025/train_audio/bugtan/XC202849.ogg,bugtan,[''],True,False,bugtan
5683,bugtan-XC202849-1,1,/kaggle/input/birdclef-2025/train_audio/bugtan/XC202849.ogg,bugtan,[''],True,False,bugtan
5683,bugtan-XC202849-2,2,/kaggle/input/birdclef-2025/train_audio/bugtan/XC202849.ogg,bugtan,[''],True,False,bugtan
5683,bugtan-XC202849-3,3,/kaggle/input/birdclef-2025/train_audio/bugtan/XC202849.ogg,bugtan,[''],True,False,bugtan
5683,bugtan-XC202849-4,4,/kaggle/input/birdclef-2025/train_audio/bugtan/XC202849.ogg,bugtan,[''],True,False,bugtan
5725,bugtan-XC315080-2,2,/kaggle/input/birdclef-2025/train_audio/bugtan/XC315080.ogg,bugtan,[''],True,False,bugtan
5726,bugtan-XC316131-0,0,/kaggle/input/birdclef-2025/train_audio/bugtan/XC316131.ogg,bugtan,[''],True,False,bugtan
5726,bugtan-XC316131-1,1,/kaggle/input/birdclef-2025/train_audio/bugtan/XC316131.ogg,bugtan,[''],True,False,bugtan
5752,bugtan-XC421098-0,0,/kaggle/input/birdclef-2025/train_audio/bugtan/XC421098.ogg,bugtan,[''],True,False,bugtan
5755,bugtan-XC432832-2,2,/kaggle/input/birdclef-2025/train_audio/bugtan/XC432832.ogg,bugtan,[''],True,False,bugtan
5763,bugtan-XC450785-8,8,/kaggle/input/birdclef-2025/train_audio/bugtan/XC450785.ogg,bugtan,[''],True,False,bugtan
5783,bugtan-XC541886-0,0,/kaggle/input/birdclef-2025/train_audio/bugtan/XC541886.ogg,bugtan,[''],True,False,bugtan
5783,bugtan-XC541886-4,4,/kaggle/input/birdclef-2025/train_audio/bugtan/XC541886.ogg,bugtan,[''],True,False,bugtan
